,question_id,question_text,test_type,description,model,source,global_discipline_name,grade,answers,correct_answer_indices
10,1dd7923a-0a63-4f30-8c5b-31e14013855d,"Укажіть рядок, у якому зазначено правильне твердження.",single_choice,,manual,imported_from_lms,Українська мова,9,"['між частинами складносурядного речення ставимо крапку з комою, якщо друга частина виражає наслідок (висновок) з того, про що йдеться в першій частині'
 'кома між частинами складносурядного речення ставиться лише перед протиставними сполучниками'
 'тире між частинами складносурядного речення ставиться, якщо частини виражають одночасність подій'
 'не ставиться розділовий знак перед сполучниками і, й, та(=і), або, чи, якщо частини складносурядного речення мають спільний другорядний член речення']",[3]
11,9dad9dee-80f0-4e9f-b9f1-f08c8a2a02b0,"Про події якого року йдеться в уривку з історичного джерела? «…нашому генерал-поручику Текелію з довіреними нашими військами... без будь-якого опору з боку козаків, тому що були оточені з усіх боків... у цілковитому порядку …найспокійнішим чином виконати доручену йому справу, уникаючи, наскільки це можливо, кровопролиття...»",single_choice,,manual,imported_from_lms,Історія України,8,['1772 р.' '1775 р.' '1783 р.' '1791 р.'],[1]
12,833eda18-b7f8-45c3-9e67-df21da7bba84,Немає додатка в такому реченні:,single_choice,,manual,imported_from_lms,Українська мова,8,"['Посадила мати три ясени в полі.' 'Читати я навчився в п’ять років.'
 'Мені годі думати про порятунок.' 'Довженко став відомим режисером.']",[3]
13,7ff915f9-5490-49ca-bc00-ebfd7ebfbca7,"У реченні “Ластівки літали понад самою землею мовчки, без щебету; шуліка, розпластавши крила, висів непорушно у синім небі” між частинами ставиться крапка з комою, бо вони",single_choice,,manual,imported_from_lms,Українська мова,9,"['виражають одночасність' 'далекі за змістом'
 'ускладнені однорідними членами' 'виражають доповнення']",[1]
14,e858bd3f-66d0-4351-8039-dac8419893f4,У якому реченні відокремлений додаток конкретизує зміст сказаного?,single_choice,,manual,imported_from_lms,Українська мова,8,"['На ґанку не було нічого, крім засушеного букета жоржин.'
 'Деякі учні вирішили вступати до іноземних університетів, зокрема Іван та Інга.'
 'Усі дівчата, опріч Марічки, збиралися на екскурсію до Львова.'
 'Ніхто не знав про його негаразди, за винятком найкращого друга.']",[1]
15,efd0607c-e6bf-4963-b4fd-f9515d16f0e4,У складі якої держави перебувала більшість українських земель на початку ХІХ ст.?,single_choice,,manual,imported_from_lms,Історія України,9,"['Австрійської імперії' 'Османської імперії' 'Речі Посполитої'
 'Російської імперії']",[3]
16,d89ac211-1021-48cc-bea4-917f28f20b31,Виберіть складносурядне речення.,single_choice,,manual,imported_from_lms,Українська мова,9,"['Вони й не мріяли купити кращу хату, чи хоч би ще одне ліжко, бо були дуже вбогі.'
 'Йдучи вранці до школи, Чарлі бачив у вітринах крамничок цілі стоси величезних шоколадних плиток.'
 'І як же він прагнув потрапити на фабрику й побачити, що ж там усередині.'
 'Хатинка аж ніяк не була розрахована на стількох людей, і жилося їм там страшенно незручно.']",[3]
17,c22fd607-1719-417d-97c3-208e4256a25a,"Виберіть рядок, у якому допущено пунктуаційну помилку.",single_choice,,manual,imported_from_lms,Українська мова,9,"['На оболоні, залитій водою, походжали на певній відстані один від одного, поважно переставляючи ноги, лелеки.'
 'Кінь вийшов на сизу піщану косу і струсивши воду, відчув себе вільним, сильним, непереможним.'
 'До кімнати весело вбігли близнюки, які міцно трималися за руки.'
 'Київськими вулицями вишикувалися каштани – почесна варта весни.']",[1]
18,e288b6aa-ba02-4ed1-a2a7-157950ef0c2f,Словосполученнями є обидві сполуки слів у такому рядку:,single_choice,,manual,imported_from_lms,Українська мова,8,"['пташині зграї, відповідно до постанови'
 'пускати бісики, надзвичайно талановитий'
 'найбільш відомий, травнева ніч' 'гострий біль, відчинити вікно']",[3]
19,26b07ecf-dfa9-4093-8ab1-9d6019ee03f7,У якому році відбувся перший поділ Речі Посполитої?,single_choice,,manual,imported_from_lms,Історія України,8,['1772 р.' '1775 р.' '1793 р.' '1795 р.'],[0]
20,76f3a0da-f4ee-4b01-878e-a8e8a17dfadb,Знайдіть суму восьми перших членів геометричної прогресії \(b_n\) зі знаменником \(q\) у якої \(b_1= -2\) та \(q = 3\).,single_choice,,manual,imported_from_lms,Алгебра,9,['\\(3^8 - 1\\)' '\\(-2(3^8-1)\\)' '\\(-2(1-3^7)\\)' '\\(1-3^8\\)'],[3]
21,f505a56f-acf2-4ddb-9f3b-191d957916f8,Що було характерним для діяльності козацької старшини часів Нової Січі?,single_choice,,manual,imported_from_lms,Історія України,8,"['звернення до російських імператорів з проханням розширити їхні привілеї'
 'сприяння розвитку сільського господарства, ремесел, торгівлі'
 'активна участь у діяльності Другої Малоросійської колегії'
 'захоплення контролю над торгівлею зерном в усій Україні']",[1]
22,3e1901f6-2fc9-4e81-a300-39e3c17f9c8c,"Виберіть правильне продовження твердження. Лексикологія — розділ мовознавства, що вивчає…",single_choice,,manual,imported_from_lms,Українська мова,8,"['способи об’єднання слів у словосполученні й реченні, будову словосполучень і речень'
 'текст, зміст та його будову'
 'слова, їхнє значення, походження й уживання'
 'стійкі словосполучення, їхнє значення й уживання']",[2]
23,59a5fe02-4406-48bf-8e38-6dd1bc7b5d89,На які адміністративні одиниці були поділені землі Російської імперії у ХІХ ст.?,single_choice,,manual,imported_from_lms,Історія України,9,"['області, райони' 'губернії, повіти' 'волості, староства'
 'воєводства, повіти']",[1]
24,12667dfd-a7d5-4272-934d-7718dadbd0cf,"Прочитайте уривок з історичного документа. Визначте, про яку подію у ньому йдеться. «…Усім уніатам і не уніатам надається право вільного відправлення свого богослужіння... ремонтувати свої церкви й будувати нові...»",single_choice,,manual,imported_from_lms,Історія України,8,"['А. укладення Люблінської унії'
 'Б. заснування православних братств і здобуття ними прав на ставропігію'
 'В.  визнання Православної церкви та легалізація вищої ієрархії «Пунктами для заспокоєння руського народу»'
 'Г. визначення прав різних станів Литовськими статутами']",[2]
25,7b355912-4160-46aa-841c-c6e670d8c779,За часів гетьманування І. Мазепи для соціально-економічного розвитку Лівобережної Гетьманщини був характерний процес,single_choice,,manual,imported_from_lms,Історія України,8,"['збільшення розмірів старшинських землеволодінь'
 'повна ліквідація панщини' 'обезземелення козацької старшини та шляхти'
 'скорочення землеволодінь російського дворянства']",[0]
26,17a53f99-9412-493c-ad99-0538aaff7f3d,Кого зі згаданих осіб називали «артільним батьком»?,single_choice,,manual,imported_from_lms,Історія України,9,"['Євгена Чикаленка' 'Миколу Левитського' 'Михайла Грушевського'
 'Івана Франка']",[1]
27,83c90951-fec0-4d1d-ab68-b3df91b5cffa,Скільки полків входило до складу Слобожанщини?,single_choice,,manual,imported_from_lms,Історія України,8,['два' 'три' 'чотири' 'п’ять'],[1]
28,85e6740b-73ba-44bd-99dd-587603d887ea,Фразеологізм «вискочити як Пилип з конопель» означає,single_choice,,manual,imported_from_lms,Українська мова,8,"['кінцева межа, край; крайність' 'зненацька, недоречно' 'запальна людина'
 'розносити плітки']",[1]
29,978d5d47-da1e-4d40-bece-efd142360831,"Картки з номерами \(1\), \(2\), \(3\), \(4\) довільним чином поклали в ряд. Яка ймовірність того, що картка з номером \(1\) опиниться на першому місці?",single_choice,,manual,imported_from_lms,Алгебра,9,['\\(0.05\\)' '\\(0.16\\)' '\\(0.25\\)' '\\(0.56\\)'],[2]
30,e06b940a-5147-4509-8054-a9eea7331c31,Розв’яжіть рівняння:\(\frac{9}{x}+\frac{10}{x+2}=1\),single_choice,,manual,imported_from_lms,Алгебра,8,"['\\(-\\frac{17}{19}\\)' '\\(−1 − 3\\sqrt2 ; −1+3\\sqrt2\\)'
 '\\(−1; 18\\)' 'немає коренів']",[2]
31,947ed39a-80ff-4481-9314-7d4617c0ba77,У якому рядку прикметники із суфіксом -ськ- утворяться від усіх іменників?,single_choice,,manual,imported_from_lms,Українська мова,8,"['адвокат, Калуш, гагауз' 'Карпати, матрос, чех' 'узбек, Бахмач, латиш'
 'казах, черкес, Прага']",[1]
32,8525e743-90b1-4926-9179-b4dd8f019155,"Прочитайте уривок із тексту  «Мистецтво розмови» й виконайте завдання. Щоб навчитися добре й змістовно говорити, необхідно постійно працювати, збагачуючи себе знаннями та досвідом, удосконалюючи освіту, інакше кажучи, усебічно розвивати свою особистість. До речі, успіхів у праці та стосунках із людьми ви теж досягнете лише тоді. Яким засобом міжфразового зв’язку поєднані речення?",single_choice,,manual,imported_from_lms,Українська мова,9,"['повтори слів' 'вставне слово або словосполучення' 'сполучники'
 'займенники']",[1]
33,2c72e5f8-92ff-45ff-ab79-8cd711e2365e,"Яка з формул задає функцію, графік якої одержимо внаслідок паралельного перенесення графіка функції \(y=\frac{8}{x}\) на 6 одиниць угору вздовж осі ординат?",single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(y=\\frac{8}{x} - 6\\)' '\\(y=\\frac{8}{x-6}\\)'
 '\\(y=\\frac{8}{x} + 6\\)' '\\(y=\\frac{8}{x + 6}\\)']",[2]
34,7ae865be-b6f4-4cef-a8e7-1aa7a00dee19,Виконайте множення та вкажіть правильний варіант відповіді: \((3\sqrt{t} - 1)^2 \),single_choice,,manual,imported_from_lms,Алгебра,8,"['\\(9t - 1 \\)' '\\(9t + 1 \\)' '\\(9t - 6\\sqrt{t} + 1\\)'
 '\\(9t - 3\\sqrt{t} + 1\\)']",[2]
35,1258ce83-ccc9-42b0-b2dd-123dde303a5c,Визначте першу битву в процесі національно-визвольної війни під проводом Богдана Хмельницького.,single_choice,,manual,imported_from_lms,Історія України,8,['Корсунська' 'Жовтоводська' 'Зборівська' 'Пилявецька'],[1]
36,a2fde75e-bc62-49c0-86cc-ec20b864abec,Які адміністративно-територіальні одиниці утворено в  українських землях у складі Речі Посполитої?,single_choice,,manual,imported_from_lms,Історія України,8,['князівства' 'полки' 'воєводства' 'губернії'],[2]
37,7f98118f-d60c-41fb-bc6a-f0b107f3970e,Розділові знаки при звертанні правильно вжито в реченні,single_choice,,manual,imported_from_lms,Українська мова,8,"['Зійди дощику, дрібнесенький, Скропи травицю-муравицю, Нехай я вийду на вулицю.'
 'Прочини господарю, ворота, Занесем тобі віночка з золота.'
 'Ой куди ви, голубоньки, та й полетите, Куди моє дівування та й занесете?'
 'Зеленая, дібровонько, Чого так рано спустошена, Трава на сіно покошена?']",[2]
38,5dbe7d46-2a51-4976-97f4-55d468bc4bef,Яке із цих речень неповне?,single_choice,,manual,imported_from_lms,Українська мова,8,"['Вхід заборонено.' 'Забороняю так робити!' 'Заборонили девайси?'
 'Постійно забороняє.']",[3]
39,da0be4bf-2fb9-494a-b5cc-4c85dd687984,"Винесіть множник з-під знака кореня та оберіть правильний варіант відповіді: \(\sqrt{1,62} \)",single_choice,,manual,imported_from_lms,Алгебра,8,"['\\(9\\sqrt{2} \\)' '\\(0,9\\sqrt{2} \\)' '\\(0,3\\sqrt{2} \\)'
 '\\(0,8\\sqrt{2} \\)']",[1]
40,ba3175a9-fda5-4b1f-b6b4-d5d8d8923396,"Який розділовий знак пропущено в реченні? Папери лежали скрізь і на підлозі, і на столі, і навіть стіни були обліплені ними.",single_choice,,manual,imported_from_lms,Українська мова,9,['тире' 'кома' 'двокрапка' 'не потрібно ставити розділовий знак'],[2]
41,a5e8ae59-dc64-49c0-9520-f323b2ce756a,У рівнянні \(\frac{x}{y} - \frac{y}{3x} = 5\) здійснено заміну \(t = \frac{y}{x}\). Яке рівняння отримано?,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(-3t^2-5t+1=0\\)' '\\(-\\frac{1}{3}t^2-5t+1=0\\)'
 '\\(t^2 - \\frac{1}{3}t - 5 = 0\\)' '\\(t^2 - 3t - 5 = 0\\)']",[1]
42,1ade34d9-f459-4d25-af60-eb142dde0f2f,Двоскладним є речення:,single_choice,,manual,imported_from_lms,Українська мова,8,"['Обернеш пил на срібло і кришталь, наділиш тіні здатністю до тліну.'
 'Задзвонили в усі дзвони по всій Україні.'
 'Сади свій сад, плекай свої надії.'
 'По забутих стежках ти приходиш до мене.']",[3]
43,ab7b7160-8863-4dcb-9e7c-f92dfa9008d7,Хто є автором зображеної картини?,single_choice,,manual,imported_from_lms,Історія України,9,['В. Тропінін' 'В. Штернберг' 'С. Васильківський' 'Л. Долинський'],[0]
44,ff2fd7c8-c430-4589-8494-76d5d20edebf,При яких значеннях x має зміст вираз \(\sqrt{3x-9}\)?,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\((-∞, 3)\\)' '\\((-∞, 3]\\)' '\\([3, +∞]\\)' '\\((3, +∞)\\)']",[2]
45,1d1c3289-a14d-4990-8a0e-ce99682b5a91,Знайдіть проміжки знакосталості функції \(f(x)=\frac{2}{3−x}\) .,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\((−∞; 3)\\)' '\\((3;+∞)\\)' '\\((−∞; 3)\\) та \\((3;+∞)\\)'
 '\\((−∞; 3]\\) та \\([3; +∞)\\)']",[2]
46,0364c9bb-9605-4fb5-88a4-6a8b9ca2c7a4,"Є \(5\) кульок: \(3\) білі, \(1\) синя, \(1\) червона. Скільки є різних варіантів розкласти їх в ряд?",single_choice,,manual,imported_from_lms,Алгебра,9,['\\(20\\)' '\\(48\\)' '\\(60\\)' '\\(120\\)'],[0]
47,7507fa83-4883-4823-83b3-ec2d187e33de,Прикладку треба відокремити комами в такому реченні (розділові знаки пропущено):,single_choice,,manual,imported_from_lms,Українська мова,8,"['Я їхав в Одесу влаштовуватися на кінофабрику як режисер.'
 'Україна  в усній народній творчості давно оспівана як хлібний край.'
 'Осип Микитка як командир на вимогу ворога вийшов з натовпу бійців.'
 'Фільм О. Довженка «Земля» було визнано як шедевр світового кіно.']",[2]
48,a240da25-7334-4eca-b4b3-f8f436e6a14d,Знайдіть добуток коренів квадратного рівняння \(2x^{2}+x+20=0\).,single_choice,,manual,imported_from_lms,Алгебра,9,['\\(10\\)' '\\(-10\\)' 'коренів немає' '\\(-\\frac{1}{2}\\)'],[2]
49,f19926ee-7bba-4b70-ba50-1c74c6fa0c8d,"Виберіть речення, у якому правильно виділено граматичну основу.",single_choice,,manual,imported_from_lms,Українська мова,9,"['Іванвелосипедомїхавдодому.' 'Мивчимосяшукатипідметий присудки.'
 'Школярі зазвичайпіклуютьсяпропташоквзимку.'
 'Нібимедомвкритийберег моря.']",[0]
50,4927c8bf-8a2e-4c16-97a0-56c9adc6656e,Складнопідрядним реченням з однорідною підрядністю є,single_choice,,manual,imported_from_lms,Українська мова,9,"['Добре, що навпроти його будинку знаходився сад, звідки долинали пташині голоси (І. Цюпа).'
 'Але правди в брехні не розмішуй, не ганьби все підряд без пуття, бо на світі той наймудріший, хто найдужче любить життя (В. Симоненко).'
 'Тепер він уже не був певний, чи велосипедист таки справді подивився, чи йому те привиділось (Ю. Мушкетик).'
 'На твоєму людському шляху каміння, яке ти повинен прибрати, щоб тим, хто за тобою, було легше (В. Сухомлинський).']",[2]
51,da82036a-983a-47e2-9160-bf0807c36a67,Розділові знаки для передачі мови іншої людини правильно вжито в такому реченні:,single_choice,,manual,imported_from_lms,Українська мова,9,"['Отакої! Чого це кінь стоїть на веранді? здивувався Томмі.'
 '«На кухні він тільки заважав, а в вітальні йому не подобається», відповіла Пеппі.'
 'Ти тут живеш зовсім сама? — запитав Томмі.'
 '«Звісно, ні! — сказала Пеппі. — Пан Нільсон і кінь також живуть зі мною».']",[3]
52,08bd871c-a2d3-4e6e-a1a1-87a0e386500a,При яких значеннях \(a\) нерівність \(aх^2 − 2х + a \lt 0\) не має розв’язків?,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(a \\gt 1\\) або \\(a \\lt −1\\)' '\\(a ≥ 1\\)'
 '\\(−1 \\lt a \\lt 1\\)' 'таких значень не існує']",[1]
53,8b468826-8df1-4db7-98e0-67490fe424bb,Правильно розставлено розділові знаки в реченні,single_choice,,manual,imported_from_lms,Українська мова,8,"['Вже почалось, мабуть, майбутнє, оце либонь вже почалось.'
 'Вже почалось мабуть майбутнє, оце, либонь, вже почалось.'
 'Вже почалось, мабуть, майбутнє, оце либонь, вже почалось.'
 'Вже почалось, мабуть, майбутнє, оце, либонь, вже почалось.']",[3]
54,c795ae7c-c7fc-4d50-a993-bee06a5588a9,До яких регіонів Російської імперії  переселялися українські селяни у зв’язку з малоземеллям?,single_choice,,manual,imported_from_lms,Історія України,9,"['найближчі до Лівобережної та Слобідської України'
 'узбережжя Північно-Льодовитого океану' 'білоруські та польські землі'
 'Північний Кавказ, Казахстан, Середня Азія, Сибір']",[3]
55,bd1ef72b-2ecc-4161-914b-2d9240e81fcb,Складнопідрядне речення з підрядним умови відповідає на питання,single_choice,,manual,imported_from_lms,Українська мова,9,['для чого? навіщо?' 'коли? відколи?' 'чому? через що?' 'за якої умови?'],[3]
56,6b2e1321-a1be-431d-aad7-f372291242ac,"Виберіть речення, яке потребує редагування.",single_choice,,manual,imported_from_lms,Українська мова,9,"['Будь готовий до труднощів і зневіри, будуючи повітряні замки.'
 'Відчинивши двері, на мене дмухнув морозний вітер.'
 'Усвідомлюючи наслідки власних учинків, дій відповідально.'
 'Малюючи картину, художник думав про море.']",[1]
57,b9f465f9-7660-4dc3-8708-7316e78f8099,Знайдіть множину розв’язків системи нерівностей: \(\left\{\begin{matrix} -4x \leq 4; \\ 9 > 3x; \\ x+1 > 3    \end{matrix}\right.\),single_choice,,manual,imported_from_lms,Алгебра,9,['\\((2; 3)\\)' '\\([1; 3)\\)' '\\([1; 2)\\)' '\\(\\varnothing \\)'],[0]
58,c0daac49-c7d7-465b-9377-814d273ea878,Розв’яжіть рівняння \(\frac{x+6}{x^2}=\frac{2}{3x-5}\).,single_choice,,manual,imported_from_lms,Алгебра,8,['\\(-6; 53\\)' '\\(-15; 2\\)' '\\(0\\)' '\\(-2; 15\\)'],[1]
59,cfb9eccb-0ffe-4e26-8f20-55f9592facdb,Виберіть означення області допустимих значень виразу.,single_choice,,manual,imported_from_lms,Алгебра,9,"['множина значень змінної, для яких вираз не має змісту'
 'найбільше та найменше значення змінної, для яких вираз можна обчислити'
 'множина значень, яких може набувати вираз'
 'множина значень змінної, для яких вираз має зміст']",[3]
60,16d6507a-40fd-4fd6-b048-690bdcdff0a1,Знайдіть множину розв’язків системи нерівностей: \(\left\{\begin{matrix} 4x+4\geq0; \\  9−3x\geq0 \end{matrix}\right.\),single_choice,,manual,imported_from_lms,Алгебра,9,"['\\((−1, 3)\\)' '\\([−1, 3]\\)' '\\([−1, +\\infty)\\)'
 '\\((−\\infty, 3]\\)']",[1]
61,150a60c8-1164-40ed-8842-181a57c57561,Розв’яжіть рівняння і вкажіть правильний варіант відповіді: \( \sqrt{x} = x^2 \),single_choice,,manual,imported_from_lms,Алгебра,8,['\\( 0\\)' '\\( 1\\)' '\\( 0;1 \\)' '\\( 2  \\)'],[2]
62,44ca123f-897e-4e68-93bb-60eabbe94cf0,"Скільки різних шестицифрових чисел можна скласти з цифр  \(2, 3, 4, 5, 7, 8,\) якщо в кожному числі цифри не повторюються?",single_choice,,manual,imported_from_lms,Алгебра,9,['\\(231 625\\)' '\\(8!\\)' '\\(6!\\)' '\\(6^6\\)'],[2]
63,f1786579-22d1-4e00-8e24-a906e7217c75,Реформи 1860—1870-х рр. сприяли,single_choice,,manual,imported_from_lms,Історія України,9,"['притоку іноземного капіталу в промисловість Донбасу і Півдня України'
 'зменшенню ролі інтелігенції в суспільстві' 'зменшенню урбанізації'
 'розвитку вугледобування на Правобережній Україні']",[0]
64,d4c5cefe-4dc7-45f2-9096-1538f5aecc73,Який розмір козацького реєстру передбачав Білоцерківський договір?,single_choice,,manual,imported_from_lms,Історія України,8,['10 000' '20 000' '40 000' '60 000'],[1]
65,70d35f17-d483-406f-9fbe-ac1048412e1e,"Нехай послідовність \((b_n)\) — геометрична прогресія, знаменник якої дорівнює 2. Відомо, що сума перших її  п’яти членів дорівнює 62. Чому дорівнює \(b_1\)?",single_choice,,manual,imported_from_lms,Алгебра,9,['2' '3' '4' '5'],[0]
66,0b09a2b9-faae-458f-af07-a8a46526880a,"Укажіть рядок, у якому зазначено правильне твердження.",single_choice,,manual,imported_from_lms,Українська мова,9,"['основними видами складнопідрядних речень є рівноправні та нерівноправні'
 'основними видами складнопідрядних речень є прямі та непрямі'
 'основними видами складнопідрядних речень є головні та залежні'
 ""основними видами складнопідрядних речень є з'ясувальні, означальні, обставинні.""]",[3]
67,7ee81067-e5fb-436b-bcb8-484a8733779d,Віленське перемир'я  було укладене між,single_choice,,manual,imported_from_lms,Історія України,8,"['Московією та Кримським ханством' 'Московією та Річчю Посполитою'
 'Річчю Посполитою та Шведським королівством'
 'Річчю Посполитою та Кримським ханством']",[1]
68,d8c6588a-dbf4-46f5-b82e-51d0d480e481,"Розв'яжіть систему рівнянь \( \begin{cases} y-x = 2; \\[2ex] xy-y=10 \end{cases} \). Якщо пари чисел \( (x_1; y_1)\) і \( (x_2; y_2)\) – розв’язки системи рівнянь, то \(x_1y_1+x_2y_2=\)",single_choice,,manual,imported_from_lms,Алгебра,9,['\\(23\\)' '\\(7 \\)' '\\(35 \\)' '\\(-26\\)'],[0]
69,77949ba9-c8cb-4678-9b92-aef95ff9bf13,"Який розділовий знак потрібно поставити на місці пропуску в наведеному  реченні? Гаррі вдруге дивом пощастило врятуватися від Волдеморта … і навіть через кілька тижнів Гаррі прокидався серед ночі, обливаючись холодним потом, і думав про Волдеморта, пригадував його ошаліле обличчя, нестямно вирячені очі.",single_choice,,manual,imported_from_lms,Українська мова,9,['кому' 'двокрапку' 'тире' 'крапку з комою'],[3]
70,a9a5458b-8c52-4534-ba90-879b2daefea7,"У якому році було опубліковано брошуру, де вперше проголошено ідею незалежності України і зазначено: «Вільна, велика, незалежна, політично самостійна Україна — одна, нероздільна від Сяну по Кавказ!»",single_choice,,manual,imported_from_lms,Історія України,9,['1895 р.' '1899 р.' '1890 р.' '1900 р.'],[0]
71,7993307c-3808-4ffc-8e6e-770d52b92983,Знайдіть речення з кількома підрядними.,single_choice,,manual,imported_from_lms,Українська мова,9,"['Я думаю, що коли б я був художником, то намалював би зовсім інший міст (В. Кисельов).'
 'Місяць тихо, крадькома викотився увесь на небо, неначе через велику силу виліз з води (І. Нечуй-Левицький).'
 'Хлопчак вихопив з криги шпень і почав ним, як веслом, підганяти крижину до берега (М. Стельмах).'
 'Може, тому що вдень всю увагу на себе привертала зелень у всіх відтінках, вночі в нашому роду домінували звуки й пахощі (І. Вільде).']",[0]
72,ea3ff407-75fe-4de1-8816-ee6c62ba0297,Видобуток якої корисної копалини був провідною галуззю промисловості Східної Галичини наприкінці ХІХ ст.?,single_choice,,manual,imported_from_lms,Історія України,9,"['нафта' ""кам'яне вугілля"" 'залізна руда' 'марганець']",[0]
73,1f515ef2-7680-439b-baf1-28fac483aa8d,Позначте речення із сурядним єднальним сполучником.,single_choice,,manual,imported_from_lms,Українська мова,9,"['Тітонька Мардж почала потроху освоюватися, а Гаррі не сумував за життям без неї в будинку номер чотири.'
 'Гаррі почув, що Дурслі встають з за столу, і поспішив нагору, подалі від гріха.'
 'Доки Дадлі доїдав четвертий шматок торта, тітка Петунія сьорбала каву, відчепіривши мізинця.'
 'Гаррі не тільки вискочив з-за столу, а й він одразу ж побіг до комірчини під сходами.']",[3]
74,c7c52ccd-5d01-4114-8c1f-5b335698b342,Знайдіть область визначення функції \(\frac{1}{\sqrt{4-2x}}+\frac{1}{\sqrt{x-9}}\),single_choice,,manual,imported_from_lms,Алгебра,9,['\\((2; 9)\\)' '\\([2; 9]\\)' '\\( [2; 9)\\)' '\\(∅\\)'],[3]
75,c3a9a942-e773-4029-8bc4-7ec83fc3f6ab,Яке значення ОДЗ має вираз \(\sqrt{\frac{x-3}{x^{2}-9}}\) ?,single_choice,,manual,imported_from_lms,Алгебра,9,"['\\(x>3\\)' '\\(x>-3\\)' '\\(x\\neq 3\\), \\(x\\neq -3\\)'
 '\\(x>-3\\), \\(x\\neq 3\\)']",[3]
76,70d15a7b-3b05-4374-acaf-5c1d56c648ea,"У реченні Дарма...що сніг хрумкотить під ногами, але весна своє бере на місці крапок потрібно поставити",single_choice,,manual,imported_from_lms,Українська мова,9,['кому' 'тире' 'кому й тире' 'нічого'],[3]
77,ae59c81c-58c8-4466-8cc9-4a4a1b43e4d4,"Визначте важливу відмінність «молодих громад» від «старої громади», що існували в Наддніпрянській Україні у другій половині ХІХ ст.?",single_choice,,manual,imported_from_lms,Історія України,9,"['виступали за політизацію національно-визвольної боротьби'
 'активно готували народне повстання проти самодержавства'
 'налагодили тісну співпрацю з польським визвольним рухом'
 'відкрили легальні осередки в усіх губерніях Наддніпрянщини']",[0]
78,7b8c838d-7a51-4532-8661-2234f54b07cc,"Більшість українського населення на землях, підконтрольних і Російській, і Австрійській імперіям, становило:",single_choice,,manual,imported_from_lms,Історія України,9,['селянство' 'міщанство' 'робітництво' 'інтелігенція'],[0]
